0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.630000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.490000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.590000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.690000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.370000,0.790000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.690000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.270000,0.890000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.890000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.270000,0.890000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.990000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.270000,0.890000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,0.990000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.270000,0.890000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,1.090000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.270000,0.890000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,1.190000,0.220000,
0.110000,0.090000,0.190000,
0.530000,0.270000,0.890000,

0.080000,0.380000,0.380000,
0.210000,0.180000,0.090000,
0.210000,0.270000,0.370000,
0.250000,0.400000,0.210000,
0.170000,0.160000,0.250000,
0.390000,0.340000,0.200000,
0.350000,0.300000,0.190000,
0.470000,1.190000,0.220000,
0.110000,0.090000,0.190000,
